<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:54e1d60adac472c5abbf5070dab3052a776bf676ad5cac4dd26e4996a4992c5a
size 3637
=======
DATE,VOLATILITY,VOLATILITY_SAMEMONTH,VOLATILITY_LASTMONTH,VOLATILITY_LASTYEAR,VOLATILITY_SUM,PRICE_SAMEMONTH,PRICE_LASTMONTH,PRICE_LASTYEAR,PRICE_SUM,SUM
2016-01-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-02-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2016-12-01,0.03783582727862364,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2017-01-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2017-02-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2017-03-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2017-04-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2017-05-01,0.0,1.0,1.0,0.0,2.0,0,0,0,0,2.0
2017-06-01,0.03398814446666023,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-07-01,0.0,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-08-01,0.0,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-09-01,0.0,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-10-01,0.0,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-11-01,0.0,1.0,2.0,1.0,4.0,0,0,0,0,4.0
2017-12-01,0.0,0.0,1.0,1.0,2.0,0,0,0,0,2.0
2018-01-01,0.0,0.0,1.0,1.0,2.0,0,0,0,0,2.0
2018-02-01,0.0,0.0,1.0,1.0,2.0,0,0,0,0,2.0
2018-03-01,0.23887978155658754,1.0,2.0,2.0,5.0,0,0,0,0,5.0
2018-04-01,0.0,1.0,2.0,2.0,5.0,0,0,0,0,5.0
2018-05-01,0.0,1.0,2.0,2.0,5.0,3,3,3,9,14.0
2018-06-01,0.0,1.0,1.0,1.0,3.0,7,7,7,21,24.0
2018-07-01,0.0,1.0,1.0,1.0,3.0,11,11,11,33,36.0
2018-08-01,0.0973968551860712,2.0,2.0,2.0,6.0,16,16,16,48,54.0
2018-09-01,0.0,2.0,2.0,2.0,6.0,20,20,20,60,66.0
2018-10-01,0.0,2.0,2.0,2.0,6.0,18,18,18,54,60.0
2018-11-01,0.0,2.0,2.0,2.0,6.0,16,16,14,46,52.0
2018-12-01,0.0,2.0,2.0,2.0,6.0,16,16,10,42,48.0
2019-01-01,0.0,2.0,2.0,2.0,6.0,16,16,5,37,43.0
2019-02-01,0.0,2.0,2.0,2.0,6.0,16,16,1,33,39.0
2019-03-01,0.0,1.0,1.0,1.0,3.0,15,19,0,34,37.0
2019-04-01,0.0,1.0,1.0,1.0,3.0,11,20,0,31,34.0
2019-05-01,0.0,1.0,1.0,1.0,3.0,7,19,0,26,29.0
2019-06-01,0.0,1.0,1.0,1.0,3.0,3,15,0,18,21.0
2019-07-01,0.0,1.0,1.0,1.0,3.0,0,10,0,10,13.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0,6,0,6,6.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0,2,0,2,2.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2019-12-01,0.04353575588355933,1.0,1.0,1.0,3.0,0,0,0,0,3.0
2020-01-01,0.0,1.0,1.0,1.0,3.0,1,1,2,4,7.0
2020-02-01,0.0,1.0,1.0,1.0,3.0,5,5,6,16,19.0
2020-03-01,0.03967569008535687,1.0,2.0,2.0,5.0,9,9,10,28,33.0
2020-04-01,0.0,1.0,2.0,2.0,5.0,14,14,15,43,48.0
2020-05-01,0.0,1.0,2.0,2.0,5.0,18,18,19,55,60.0
2020-06-01,0.028940091068721963,1.0,3.0,3.0,7.0,20,20,20,60,67.0
2020-07-01,0.0,1.0,3.0,3.0,7.0,20,20,20,60,67.0
