<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:c8293287ff784b237b26661aa7ba847f919943b7a1efa6cad2308b05826912ff
size 11689
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ALLAHABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,2800,2100,2300,5500,8000,6000,7500,5700,3600,4000,10000,8300,7000,8200,8000,NR,3200,19000,1600,1100,4500,3100
BATHINDA,2800,2000,2200,6200,8000,6700,7500,6300,3650,4500,12307,9560,8791,9670,10549,8571,3300,19500,1650,1000,4400,3200
CHANDIGARH,2550,2200,2450,5300,7300,5900,7700,5200,3600,4200,12000,9500,7500,8800,9400,NR,3300,20000,1400,1250,3800,4500
DEHRADUN,2290,2260,2230,5120,7380,7120,8120,6180,3730,3980,12750,7150,7980,8230,9640,NR,3300,NR,NR,1650,3500,3400
DELHI,2600,2195,2380,5250,7950,6400,7350,5100,3730,NR,13773,10403,8059,9707,10549,7546,3700,18900,1720,1325,3300,2650
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GURGAON,3600,1700,1900,5200,6600,6400,6200,5200,3000,4100,14000,9010,8791,9230,9890,7692,3500,20000,1600,1500,5500,2500
