<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:cef7812dc0118719b2d5b3324441c2612777c8ec57811bb798da28033df58601
size 13517
=======
STARTDATE,ENDDATE,lastMonth,lastYear,SameMonth,MAXMINRATIO,STATENAME,MANDINAME
2016-10-17,2016-11-29,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,KHARAGPUR
2016-10-17,2016-11-29,Anomaly,,Anomaly,0.999904770974193,WEST BENGAL,MALDA
2016-10-17,2016-11-29,Anomaly,,Anomaly,1.0094276735548997,WEST BENGAL,PURULIA
2016-11-28,2017-01-10,Anomaly,,Anomaly,1.1443172980779914,WEST BENGAL,RAIGANJ
2016-12-05,2017-01-17,Anomaly,,Anomaly,0.999904770974193,WEST BENGAL,MALDA
2016-12-05,2017-01-17,Anomaly,,Anomaly,0.999904770974193,WEST BENGAL,PURULIA
2016-12-05,2017-01-17,Anomaly,,Anomaly,0.999900009999,WEST BENGAL,KHARAGPUR
2017-01-15,2017-02-27,Anomaly,Normal,Anomaly,1.1109876680368849,WEST BENGAL,RAIGANJ
2017-01-22,2017-03-06,Anomaly,Anomaly,Anomaly,0.9999090991728024,WEST BENGAL,MALDA
2017-01-22,2017-03-06,Anomaly,Anomaly,Anomaly,0.999904770974193,WEST BENGAL,PURULIA
2017-01-22,2017-03-06,Anomaly,Normal,Anomaly,1.1109876680368849,WEST BENGAL,KHARAGPUR
2017-02-12,2017-03-27,Normal,Anomaly,Normal,1.1507262780607432,MADHYA PRADESH,JABALPUR
2017-03-05,2017-04-17,Anomaly,Normal,Anomaly,1.0672958094596112,WEST BENGAL,RAIGANJ
2017-03-12,2017-04-24,Anomaly,Anomaly,Anomaly,0.9999090991728024,WEST BENGAL,MALDA
2017-03-12,2017-04-24,Anomaly,Anomaly,Anomaly,1.0936360795750442,WEST BENGAL,PURULIA
2017-03-12,2017-04-24,Anomaly,Normal,Anomaly,0.9998889012331964,WEST BENGAL,KHARAGPUR
2017-04-02,2017-05-15,Normal,Anomaly,Normal,1.0564044519901905,MADHYA PRADESH,JABALPUR
2017-04-16,2017-05-29,Normal,Anomaly,Normal,1.0907107798582076,MADHYA PRADESH,BHOPAL
2017-04-23,2017-06-05,Normal,Anomaly,Normal,1.0907107798582076,WEST BENGAL,SILIGURI
2017-04-23,2017-06-05,Anomaly,Anomaly,Anomaly,1.129278908363722,WEST BENGAL,RAIGANJ
2017-04-23,2017-06-05,Normal,Anomaly,Normal,1.0907107798582076,WEST BENGAL,KOLKATA
2017-04-30,2017-06-12,Anomaly,Anomaly,Anomaly,0.9998958441828976,WEST BENGAL,PURULIA
2017-04-30,2017-06-12,Anomaly,Normal,Anomaly,0.9998889012331964,WEST BENGAL,KHARAGPUR
2017-04-30,2017-06-12,Anomaly,Anomaly,Anomaly,0.9999090991728024,WEST BENGAL,MALDA
2017-04-30,2017-06-12,Normal,Anomaly,Normal,1.299740051989602,MADHYA PRADESH,GWALIOR
2017-04-30,2017-06-12,Normal,Anomaly,Normal,1.0725322668605708,MADHYA PRADESH,INDORE
2017-05-21,2017-07-03,Normal,Anomaly,Normal,1.0190348009998078,MADHYA PRADESH,JABALPUR
2017-06-04,2017-07-17,Normal,Anomaly,Normal,1.054353753862934,MADHYA PRADESH,BHOPAL
2017-06-11,2017-07-24,Normal,Anomaly,Normal,1.0368450286983892,WEST BENGAL,SILIGURI
2017-06-11,2017-07-24,Normal,Anomaly,Normal,1.0368450286983892,WEST BENGAL,KOLKATA
2017-06-18,2017-07-31,Normal,Anomaly,Normal,1.0997800439912018,MADHYA PRADESH,GWALIOR
2017-06-18,2017-07-31,Normal,Anomaly,Normal,0.9998182148700236,MADHYA PRADESH,INDORE
2017-06-18,2017-07-31,Anomaly,Anomaly,Anomaly,0.9999090991728024,WEST BENGAL,MALDA
2017-06-18,2017-07-31,Anomaly,Normal,Anomaly,1.0787418465408662,WEST BENGAL,KHARAGPUR
2017-07-09,2017-08-21,Normal,Anomaly,Normal,0.9998077292828302,MADHYA PRADESH,JABALPUR
2017-07-16,2017-08-28,Normal,Normal,Anomaly,1.2664978002932945,WEST BENGAL,RAIGANJ
2017-07-23,2017-09-04,Normal,Anomaly,Normal,0.9998182148700236,MADHYA PRADESH,BHOPAL
2017-07-30,2017-09-11,Normal,Anomaly,Normal,1.1151701595846952,WEST BENGAL,KOLKATA
2017-07-30,2017-09-11,Normal,Anomaly,Normal,1.1151701595846952,WEST BENGAL,SILIGURI
2017-08-06,2017-09-18,Normal,Anomaly,Normal,1.0797840431913617,MADHYA PRADESH,GWALIOR
2017-08-06,2017-09-18,Anomaly,Anomaly,Anomaly,0.9999090991728024,WEST BENGAL,MALDA
2017-08-06,2017-09-18,Normal,Anomaly,Normal,0.9998182148700236,MADHYA PRADESH,INDORE
2017-08-27,2017-10-09,Normal,Anomaly,Normal,0.9998077292828302,MADHYA PRADESH,JABALPUR
2017-09-17,2017-10-30,Normal,Anomaly,Normal,1.03754008677608,MADHYA PRADESH,BHOPAL
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.0382618727167852,WEST BENGAL,SILIGURI
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.0382618727167852,WEST BENGAL,KOLKATA
2017-09-24,2017-11-06,Normal,Anomaly,Normal,1.0756290562784996,MADHYA PRADESH,GWALIOR
2017-10-01,2017-11-13,Normal,Anomaly,Normal,1.03754008677608,MADHYA PRADESH,INDORE
2017-10-08,2017-11-20,Normal,Normal,Anomaly,1.4664711371817092,WEST BENGAL,MALDA
2017-10-08,2017-11-20,Normal,Normal,Anomaly,1.0855592058277388,WEST BENGAL,RAIGANJ
2017-10-15,2017-11-27,Normal,Anomaly,Normal,0.9998077292828302,MADHYA PRADESH,JABALPUR
2017-11-05,2017-12-18,Normal,Normal,Anomaly,0.999857163262391,WEST BENGAL,PURULIA
2017-11-05,2017-12-18,Normal,Anomaly,Normal,1.0767160161507403,MADHYA PRADESH,BHOPAL
2017-11-05,2017-12-18,Normal,Normal,Anomaly,0.999857163262391,WEST BENGAL,KHARAGPUR
2017-11-12,2017-12-25,Anomaly,Anomaly,Normal,1.162520344106022,MADHYA PRADESH,GWALIOR
2017-11-26,2018-01-08,Anomaly,Normal,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2017-11-26,2018-01-08,Anomaly,Normal,Anomaly,1.0133765707336846,WEST BENGAL,RAIGANJ
2017-12-03,2018-01-15,Anomaly,Normal,Normal,0.9998529627995882,MADHYA PRADESH,REWA
2017-12-24,2018-02-05,Anomaly,Normal,Anomaly,1.0292604028819292,WEST BENGAL,PURULIA
2017-12-24,2018-02-05,Anomaly,Normal,Anomaly,0.999857163262391,WEST BENGAL,KHARAGPUR
2018-01-14,2018-02-26,Anomaly,Normal,Anomaly,1.0415220108318288,WEST BENGAL,RAIGANJ
2018-01-14,2018-02-26,Anomaly,Normal,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2018-02-11,2018-03-26,Anomaly,Normal,Anomaly,1.0292604028819292,WEST BENGAL,PURULIA
2018-02-11,2018-03-26,Anomaly,Normal,Anomaly,0.999857163262391,WEST BENGAL,KHARAGPUR
2018-03-04,2018-04-16,Anomaly,Normal,Anomaly,1.2305799107829565,WEST BENGAL,RAIGANJ
2018-03-04,2018-04-16,Anomaly,Normal,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2018-04-01,2018-05-14,Anomaly,Normal,Anomaly,0.999857163262391,WEST BENGAL,KHARAGPUR
2018-04-01,2018-05-14,Anomaly,Normal,Anomaly,1.0292604028819292,WEST BENGAL,PURULIA
2018-04-22,2018-06-04,Anomaly,Normal,Anomaly,1.0141408370232825,WEST BENGAL,RAIGANJ
2018-04-22,2018-06-04,Anomaly,Normal,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2018-05-20,2018-07-02,Anomaly,Normal,Anomaly,0.9998529627995882,WEST BENGAL,PURULIA
2018-05-20,2018-07-02,Anomaly,Normal,Anomaly,1.0712755320668477,WEST BENGAL,KHARAGPUR
2018-06-10,2018-07-23,Anomaly,Normal,Anomaly,1.1536686663590217,WEST BENGAL,RAIGANJ
2018-06-10,2018-07-23,Anomaly,Normal,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2018-07-08,2018-08-20,Anomaly,Normal,Anomaly,0.9998666844420744,WEST BENGAL,KHARAGPUR
2018-07-29,2018-09-10,Anomaly,Normal,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2018-08-12,2018-09-24,Normal,Normal,Anomaly,1.045992924165513,WEST BENGAL,PURULIA
2018-08-26,2018-10-08,Anomaly,Normal,Anomaly,0.9998666844420744,WEST BENGAL,KHARAGPUR
2018-09-16,2018-10-29,Anomaly,Normal,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2018-09-30,2018-11-12,Anomaly,Normal,Anomaly,1.0292604028819292,WEST BENGAL,PURULIA
2018-10-14,2018-11-26,Anomaly,Normal,Anomaly,1.018458309859534,WEST BENGAL,KHARAGPUR
2018-11-04,2018-12-17,Anomaly,Anomaly,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2018-11-11,2018-12-24,Anomaly,Normal,Normal,1.0831528078653558,WEST BENGAL,RAIGANJ
2018-11-18,2018-12-31,Anomaly,Normal,Anomaly,0.9998529627995882,WEST BENGAL,PURULIA
2018-12-02,2019-01-14,Anomaly,Anomaly,Anomaly,1.00557159977892,WEST BENGAL,KHARAGPUR
2018-12-23,2019-02-04,Anomaly,Anomaly,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2019-01-06,2019-02-18,Anomaly,Normal,Anomaly,1.0292604028819292,WEST BENGAL,PURULIA
2019-01-20,2019-03-04,Anomaly,Anomaly,Anomaly,1.068932438128844,WEST BENGAL,KHARAGPUR
2019-02-10,2019-03-25,Anomaly,Anomaly,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2019-02-17,2019-04-01,Normal,Normal,Anomaly,0.999846177511152,WEST BENGAL,RAIGANJ
2019-02-24,2019-04-08,Anomaly,Normal,Anomaly,0.9998529627995882,WEST BENGAL,PURULIA
2019-03-17,2019-04-29,Anomaly,Normal,Normal,0.9998437744102484,WEST BENGAL,KHARAGPUR
2019-03-31,2019-05-13,Anomaly,Anomaly,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2019-04-07,2019-05-20,Anomaly,Normal,Normal,1.0767574219350868,WEST BENGAL,RAIGANJ
2019-04-14,2019-05-27,Anomaly,Normal,Anomaly,0.9998529627995882,WEST BENGAL,PURULIA
2019-05-12,2019-06-24,Anomaly,Anomaly,Anomaly,1.1716919231370098,WEST BENGAL,KHARAGPUR
2019-05-19,2019-07-01,Anomaly,Anomaly,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2019-05-26,2019-07-08,Anomaly,Anomaly,Anomaly,1.0292604028819292,WEST BENGAL,RAIGANJ
2019-06-02,2019-07-15,Anomaly,Normal,Normal,0.9998529627995882,WEST BENGAL,PURULIA
2019-06-30,2019-08-12,Anomaly,Anomaly,Anomaly,0.9998666844420744,WEST BENGAL,KHARAGPUR
2019-07-07,2019-08-19,Anomaly,Anomaly,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2019-07-14,2019-08-26,Anomaly,Normal,Normal,0.9998529627995882,WEST BENGAL,RAIGANJ
2019-08-11,2019-09-23,Anomaly,Normal,Anomaly,0.9998529627995882,WEST BENGAL,PURULIA
2019-08-18,2019-09-30,Anomaly,Anomaly,Anomaly,0.9998666844420744,WEST BENGAL,KHARAGPUR
2019-08-25,2019-10-07,Anomaly,Anomaly,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2019-09-01,2019-10-14,Anomaly,Normal,Normal,0.9998529627995882,WEST BENGAL,RAIGANJ
2019-09-29,2019-11-11,Normal,Anomaly,Normal,0.9998529627995882,WEST BENGAL,PURULIA
2019-10-06,2019-11-18,Anomaly,Anomaly,Anomaly,1.3331555792560992,WEST BENGAL,KHARAGPUR
2019-10-13,2019-11-25,Anomaly,Anomaly,Anomaly,0.9998684383633732,WEST BENGAL,MALDA
2019-10-20,2019-12-02,Normal,Anomaly,Normal,1.3233348037053374,WEST BENGAL,RAIGANJ
2019-11-24,2020-01-06,Anomaly,Anomaly,Anomaly,0.999900009999,WEST BENGAL,KHARAGPUR
2019-12-01,2020-01-13,Anomaly,Anomaly,Normal,0.9998684383633732,WEST BENGAL,MALDA
2019-12-08,2020-01-20,Anomaly,Anomaly,Anomaly,1.3233348037053374,WEST BENGAL,RAIGANJ
2019-12-29,2020-02-10,Normal,Anomaly,Normal,1.0712755320668477,WEST BENGAL,PURULIA
2020-01-12,2020-02-24,Anomaly,Anomaly,Anomaly,1.249843769528809,WEST BENGAL,KHARAGPUR
2020-01-19,2020-03-02,Anomaly,Anomaly,Normal,0.9998684383633732,WEST BENGAL,MALDA
2020-02-16,2020-03-30,Normal,Anomaly,Normal,0.9998529627995882,WEST BENGAL,RAIGANJ
2020-02-16,2020-03-30,Anomaly,Anomaly,Anomaly,1.1109568115539508,WEST BENGAL,PURULIA
2020-03-01,2020-04-13,Anomaly,Anomaly,Anomaly,1.2469121279849429,WEST BENGAL,KHARAGPUR
2020-03-08,2020-04-20,Anomaly,Anomaly,Normal,1.052493093014077,WEST BENGAL,MALDA
2020-03-22,2020-05-04,Normal,Anomaly,Normal,1.128850185453959,WEST BENGAL,SILIGURI
2020-03-22,2020-05-04,Normal,Anomaly,Normal,1.128850185453959,WEST BENGAL,KOLKATA
2020-04-05,2020-05-18,Anomaly,Anomaly,Anomaly,0.9998823667803788,WEST BENGAL,PURULIA
2020-04-05,2020-05-18,Anomaly,Anomaly,Anomaly,0.9998889012331964,WEST BENGAL,RAIGANJ
2020-04-19,2020-06-01,Anomaly,Anomaly,Anomaly,1.0848033204414678,WEST BENGAL,KHARAGPUR
2020-04-19,2020-06-01,Normal,Anomaly,Normal,1.1664722546242292,MADHYA PRADESH,GWALIOR
2020-04-26,2020-06-08,Normal,Anomaly,Normal,0.9998750156230471,WEST BENGAL,MALDA
2020-05-10,2020-06-22,Normal,Anomaly,Normal,1.09984287958863,WEST BENGAL,KOLKATA
2020-05-10,2020-06-22,Normal,Anomaly,Normal,1.09984287958863,WEST BENGAL,SILIGURI
2020-05-24,2020-07-06,Normal,Anomaly,Normal,1.124859392575928,WEST BENGAL,PURULIA
2020-05-24,2020-07-06,Normal,Anomaly,Normal,1.1075219197046609,MADHYA PRADESH,BHOPAL
2020-06-07,2020-07-20,Anomaly,Anomaly,Anomaly,1.1817107535678577,WEST BENGAL,KHARAGPUR
2020-06-14,2020-07-27,Anomaly,Anomaly,Normal,0.9998750156230471,WEST BENGAL,MALDA
2020-06-28,2020-08-10,Normal,Anomaly,Normal,1.0415220108318288,WEST BENGAL,KOLKATA
2020-06-28,2020-08-10,Normal,Anomaly,Normal,1.0415220108318288,WEST BENGAL,SILIGURI
2020-07-12,2020-08-24,Anomaly,Anomaly,Normal,1.1873515810523685,WEST BENGAL,PURULIA
2020-07-12,2020-08-24,Normal,Anomaly,Normal,0.9998611303985556,MADHYA PRADESH,BHOPAL
2020-07-26,2020-09-07,Anomaly,Anomaly,Anomaly,0.99991305103904,WEST BENGAL,KHARAGPUR
2020-07-26,2020-09-07,Anomaly,Anomaly,Normal,1.3331111481419764,WEST BENGAL,RAIGANJ
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
