<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:2ad190d570b1a559e693c88977a36dadb94c4364aa70dfddea52039426d27fc4
size 9275
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,20,17,21,74,73,72,63,58,42,48,122,82,75,81,95,72,36,200,18,7,10,12
ALLAHABAD,20,18,20,68,60,68,62,67,42,40,135,88,78,78,100,64,38,190,15,10,10,15
AMRITSAR,28,22,26,115,105,108,75,82,42,43,135,102,78,85,99,NR,40,185,18,14,13,26
BATHINDA,26,18,23,82,95,100,80,75,43,46,170,96,87,90,98,NR,45,210,18,9,15,18
CHANDIGARH,28,23,25,76,68,75,74,66,42,44,128,105,75,85,92,NR,37,220,16,10,15,25
DEHRADUN,23,22,24,74,115,117,110,86,43,42,136,95,77,85,105,NR,38,230,18,10,14,16
DELHI,32,20,23,85,82,96,80,76,42,42,162,119,87,92,106,77,50,228,18,16,21,33
DHARAMSHALA,28,NR,25,80,90,90,80,80,44,40,120,130,85,85,90,70,40,180,18,10,15,20
GORAKHPUR,22,18,21,75,68,76,80,60,44,42,NR,110,63,80,115,70,42,180,20,8,15,25
GURGAON,40,20,20,75,80,80,65,65,42,39,100,85,80,80,95,70,40,180,18,8,15,10
HALDWANI,23,22,24,74,123,120,110,91,43,42,132,100,75,87,105,NR,37,230,18,10,14,17
HARIDWAR,24,22,25,74,120,119,111,91,43,43,136,96,80,86,108,NR,38,210,18,11,15,16
HISAR,34,19,24,70,90,80,65,70,39,40,110,100,68,85,80,64,34,180,17,10,9,10
JAMMU,30,20,23,80,78,95,76,68,46,40,NR,110,88,115,123,110,44,240,18,15,20,20
JHANSI,25,20,22,80,80,95,72,75,42,50,NR,90,75,80,NR,NR,40,180,18,8,8,20
KANPUR,24,18,20,80,65,75,64,64,44,52,150,95,75,90,105,75,46,190,14,8,13,15
KARNAL,26,21,23,76,82,77,70,70,42,44,156,98,80,88,97,75,38,210,20,13,15,13
LUCKNOW,23,17,20,83,60,105,75,60,42,50,110,95,72,80,95,72,48,230,18,10,18,15
LUDHIANA,30,19,28,130,115,130,85,116,42,47,175,126,80,86,104,NR,52,220,18,20,30,30
MANDI,30,NR,24,84,85,80,75,68,43,28,NR,126,76,80,NR,NR,36,180,17,10,16,19
MEERUT,30,19,22,85,82,85,80,85,42,52,NR,95,90,NR,NR,NR,38,200,18,7,12,20
