<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:828cd00ce0906e1a9e16f5d8972e6f6297760469ef058ff508e8d8379d52740d
size 12594
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
CHANDIGARH,37,23,24,67,108,105,109,88,39,51,170,150,130,140,140,115,47,235,20,12,24,18
DELHI,30,NR,25,78,120,123,110,90,38,46,197,179,142,163,200,134,50,233,20,20,25,18
HISAR,32,21,25,75,115,105,105,95,38,50,190,165,140,158,172,140,38,240,20,15,20,8
KARNAL,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
PANCHKULA,34,22,26,70,110,115,105,90,38,52,209,176,154,176,209,143,45,240,20,16,21,21
GURGAON,36,22,29,78,109,91,103,86,40,56,176,152,138,150,153,132,37,317,20,12,20,7
SHIMLA,35,NR,26,77,110,114,111,78,40,50,179,164,139,148,NR,NR,45,303,21,20,30,20
MANDI,35,NR,25,76,108,105,108,80,41,40,185,172,140,146,176,126,38,245,21,15,27,26
DHARAMSHALA,27,NR,25,82,111,116,110,93,41,40,NR,178,150,150,190,NR,42,280,21,15,20,20
SOLAN,38,NR,24,74,110,112,105,77,38,40,178,170,133,142,148,NR,39,260,21,15,25,15
UNA,31,NR,24,76,107,102,100,86,37,50,178,158,138,135,168,135,40,235,21,12,22,20
BILASPUR-HP,39,NR,24,69,107,104,105,81,38,51,NR,148,135,137,NR,NR,34,330,19,14,24,18
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
POONCH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMRITSAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
LUDHIANA,35,22,27,75,110,120,105,95,38,50,195,167,144,162,185,NR,50,247,24,14,27,17
BATHINDA,35,21,29,79,113,118,108,88,38,50,NR,155,144,153,170,131,44,287,25,18,25,22
LUCKNOW,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
KANPUR,30,18,24,72,110,105,89,75,40,56,140,140,97,139,145,98,42,155,20,20,25,15
VARANASI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AGRA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MEERUT,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ALLAHABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
SAHARANPUR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BAREILLY,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AYODHYA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MORADABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
ALIGARH,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
MIRZAPUR (VINDHYANCHAL),NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
DEHRADUN,29,21,26,76,105,108,106,82,39,44,158,140,125,130,140,NR,41,230,20,14,25,20
HALDWANI,28,21,25,75,106,110,106,83,40,45,156,142,121,132,142,NR,44,240,20,15,26,21
RUDRAPUR,26,20,24,74,104,106,105,77,39,44,150,136,118,125,130,NR,41,210,20,12,24,18
HARIDWAR,29,22,27,80,108,110,110,84,40,48,160,145,130,135,145,NR,43,245,20,15,28,22
RAIPUR,40,37,34,100,130,117,112,93,41,42,180,158,108,137,177,133,41,267,18,13,23,12
DURG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AMBIKAPUR,26,22,25,92,102,101,109,72,40,40,130,140,80,140,145,135,40,330,10,20,25,15
BILASPUR-CG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JAGDALPUR,32,25,32,73,75,91,95,76,39,62,175,145,108,142,167,131,32,282,19,22,23,18
PANAJI,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
AHMEDABAD,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
RAJKOT,37,26,27,63,86,92,88,71,37,52,175,162,110,112,173,130,39,253,13,17,19,18
SURAT,30,28,28,NR,110,110,110,90,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHUJ,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
BHOPAL,40,24,26,91,111,112,108,83,42,55,179,159,132,156,187,102,50,329,19,23,24,17
INDORE,47,24,29,91,108,112,113,93,41,53,182,171,135,153,172,99,43,290,20,22,23,20
GWALIOR,36,25,34,81,110,95,105,79,45,56,180,181,150,158,197,NR,43,300,20,22,30,18
