<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a670e4a090573ce8c349dc44d95fb040a0028fe74d76cdd24b45b3516d56b1e3
size 33330
=======
DATE,ARRIVAL
2016-01-01,25.0
2016-01-02,28.0
2016-01-03,30.0
2016-01-04,25.0
2016-01-05,25.0
2016-01-06,20.0
2016-01-07,22.0
2016-01-08,24.0
2016-01-09,25.0
2016-01-10,20.0
2016-01-11,18.0
2016-01-12,22.0
2016-01-13,20.0
2016-01-14,22.0
2016-01-15,20.0
2016-01-16,22.0
2016-01-17,20.0
2016-01-18,18.0
2016-01-19,22.0
2016-01-20,20.0
2016-01-21,21.0
2016-01-22,20.0
2016-01-23,22.0
2016-01-24,23.0
2016-01-25,20.0
2016-01-26,22.5
2016-01-27,25.0
2016-01-28,20.0
2016-01-29,22.0
2016-01-30,20.0
2016-01-31,25.0
2016-02-01,20.0
2016-02-02,20.0
2016-02-03,18.0
2016-02-04,17.0
2016-02-05,16.0
2016-02-06,17.0
2016-02-07,18.0
2016-02-08,19.0
2016-02-09,20.0
2016-02-10,22.0
2016-02-11,23.0
2016-02-12,24.0
2016-02-13,22.0
2016-02-14,23.0
2016-02-15,20.0
2016-02-16,20.0
2016-02-17,22.0
2016-02-18,20.0
2016-02-19,22.0
2016-02-20,23.0
2016-02-21,25.0
2016-02-22,23.0
2016-02-23,30.0
2016-02-24,32.0
2016-02-25,33.0
2016-02-26,34.0
2016-02-27,35.0
2016-02-28,36.0
2016-02-29,38.0
2016-03-01,35.0
2016-03-02,36.0
2016-03-03,35.41663851397577
2016-03-04,32.335949932113074
2016-03-05,27.646199784280117
2016-03-06,22.32636176407693
2016-03-07,17.45799977652996
2016-03-08,14.239067978590796
2016-03-09,14.0
2016-03-10,16.535700219982342
2016-03-11,20.0
2016-03-12,40.0
2016-03-13,40.0
2016-03-14,39.0
2016-03-15,40.0
2016-03-16,45.0
2016-03-17,50.0
2016-03-18,52.0
2016-03-19,80.0
2016-03-20,70.0
2016-03-21,70.0
2016-03-22,70.0
2016-03-23,70.0
2016-03-24,70.0
2016-03-25,70.0
2016-03-26,75.0
2016-03-27,70.0
2016-03-28,70.0
2016-03-29,60.0
2016-03-30,65.0
2016-03-31,70.0
2016-04-01,65.0
2016-04-02,70.0
2016-04-03,60.0
2016-04-04,50.0
2016-04-05,65.0
2016-04-06,64.0
2016-04-07,60.0
2016-04-08,80.0
2016-04-09,60.0
2016-04-10,65.0
2016-04-11,60.0
2016-04-12,60.0
2016-04-13,50.0
2016-04-14,40.0
2016-04-15,38.0
2016-04-16,40.0
2016-04-17,41.87766106012703
2016-04-18,43.68800876094673
2016-04-19,45.0
2016-04-20,40.0
2016-04-21,45.0
2016-04-22,44.0
2016-04-23,42.0
2016-04-24,40.0
2016-04-25,40.0
2016-04-26,50.0
2016-04-27,40.0
2016-04-28,50.0
2016-04-29,40.0
2016-04-30,50.0
2016-05-01,40.0
2016-05-02,35.0
2016-05-03,30.0
2016-05-04,25.0
2016-05-05,24.0
2016-05-06,60.0
2016-05-07,58.0
2016-05-08,45.0
2016-05-09,35.0
2016-05-10,40.0
2016-05-11,45.0
2016-05-12,44.0
2016-05-13,35.0
2016-05-14,30.0
2016-05-15,25.0
2016-05-16,20.0
2016-05-17,30.0
2016-05-18,32.0
2016-05-19,31.0
2016-05-20,30.0
2016-05-21,34.0
2016-05-22,35.0
2016-05-23,30.0
2016-05-24,30.0
2016-05-25,32.0
2016-05-26,34.0
2016-05-27,32.0
2016-05-28,30.0
2016-05-29,30.0
2016-05-30,25.0
2016-05-31,32.0
2016-06-01,32.0
2016-06-02,31.0
2016-06-03,25.0
2016-06-04,34.0
2016-06-05,25.0
2016-06-06,20.0
2016-06-07,27.0
2016-06-08,28.0
2016-06-09,29.0
2016-06-10,28.0
2016-06-11,30.0
2016-06-12,28.0
2016-06-13,25.0
2016-06-14,3.1
2016-06-15,3.0
2016-06-16,25.0
2016-06-17,30.0
2016-06-18,38.0
2016-06-19,30.0
2016-06-20,25.0
2016-06-21,25.0
2016-06-22,2.6
2016-06-23,24.0
2016-06-24,25.0
2016-06-25,27.0
2016-06-26,25.0
2016-06-27,20.0
2016-06-28,23.0
2016-06-29,2.4
2016-06-30,12.2
2016-07-01,22.0
2016-07-02,2.1
2016-07-03,2.5
2016-07-04,2.3
2016-07-05,24.0
2016-07-06,25.0
2016-07-07,25.000777304221483
2016-07-08,25.0
2016-07-09,20.0
2016-07-10,25.0
2016-07-11,20.0
2016-07-12,2.6
2016-07-13,20.0
2016-07-14,22.914562567645742
2016-07-15,25.0
2016-07-16,26.0
2016-07-17,20.0
2016-07-18,20.0
2016-07-19,20.0
2016-07-20,18.0
2016-07-21,24.0
2016-07-22,20.0
2016-07-23,2.1
2016-07-24,20.0
2016-07-25,18.0
2016-07-26,18.0
2016-07-27,1.6
2016-07-28,1.7
2016-07-29,8.35
2016-07-30,15.0
2016-07-31,14.0
2016-08-01,12.0
2016-08-02,15.0
2016-08-03,1.4
2016-08-04,15.0
2016-08-05,16.0
2016-08-06,15.0
2016-08-07,14.0
2016-08-08,12.0
2016-08-09,6.7
2016-08-10,1.4
2016-08-11,1.5
2016-08-12,14.0
2016-08-13,15.0
2016-08-14,14.0
2016-08-15,15.0
2016-08-16,16.0
2016-08-17,1.5
2016-08-18,2.411787338414596
2016-08-19,5.2484215495391435
2016-08-20,8.875558911282702
2016-08-21,12.573860548092446
2016-08-22,15.865107317261398
2016-08-23,18.418983218791595
2016-08-24,20.0
2016-08-25,21.0
2016-08-26,25.0
2016-08-27,27.0
2016-08-28,30.0
2016-08-29,25.0
2016-08-30,32.0
2016-08-31,35.0
2016-09-01,30.0
2016-09-02,31.0
2016-09-03,32.0
2016-09-04,30.0
2016-09-05,25.0
2016-09-06,32.0
2016-09-07,33.0
2016-09-08,34.0
2016-09-09,32.0
2016-09-10,28.12420123710939
2016-09-11,21.53896399774627
2016-09-12,13.796698502102075
2016-09-13,6.886619252945563
2016-09-14,3.4
2016-09-15,2.7
2016-09-16,28.0
2016-09-17,30.0
2016-09-18,25.0
2016-09-19,20.0
2016-09-20,27.0
2016-09-21,22.0
2016-09-22,17.832916873274414
2016-09-23,13.97226100098758
2016-09-24,10.483944599099619
2016-09-25,7.454243489121064
2016-09-26,4.998319530460927
2016-09-27,3.273414132013643
2016-09-28,2.5
2016-09-29,2.3
2016-09-30,25.0
2016-10-01,22.63770290976584
2016-10-02,17.065576608779303
2016-10-03,10.4376782310676
2016-10-04,4.881826494857764
2016-10-05,2.5
2016-10-06,2.4
2016-10-07,2.496080824468564
2016-10-08,2.61251382901419
2016-10-09,2.729755767850266
2016-10-10,2.8472182075908767
2016-10-11,2.9647720537809468
2016-10-12,3.0823725298910967
2016-10-13,3.2
2016-10-14,11.23247909260649
2016-10-15,27.25984745752193
2016-10-16,35.0
2016-10-17,30.0
2016-10-18,38.0
2016-10-19,3.6
2016-10-20,40.0
2016-10-21,45.0
2016-10-22,47.0
2016-10-23,45.0
2016-10-24,40.0
2016-10-25,25.0
2016-10-26,3.0
2016-10-27,35.0
2016-10-28,25.0
2016-10-29,3.0
2016-10-30,8.295479740527892
2016-10-31,16.5
2016-11-01,23.97233400836577
2016-11-02,30.0
2016-11-03,35.0
2016-11-04,3.6
2016-11-05,34.0
2016-11-06,45.0
2016-11-07,28.0
2016-11-08,32.0
2016-11-09,35.0
2016-11-10,30.0
2016-11-11,32.0
2016-11-12,30.0
2016-11-13,26.0
2016-11-14,20.0
2016-11-15,20.0
2016-11-16,20.0
2016-11-17,2.1
2016-11-18,13.55
2016-11-19,25.0
2016-11-20,27.0
2016-11-21,15.0
2016-11-22,20.0
2016-11-23,22.0
2016-11-24,40.0
2016-11-25,35.0
2016-11-26,36.0
2016-11-27,40.0
2016-11-28,30.0
2016-11-29,35.0
2016-11-30,30.0
2016-12-01,2.8
2016-12-02,33.0
2016-12-03,40.0
2016-12-04,35.0
2016-12-05,30.0
2016-12-06,47.0
2016-12-07,45.0
2016-12-08,4.0
2016-12-09,4.3
2016-12-10,45.0
2016-12-11,42.0
2016-12-12,40.0
2016-12-13,45.0
2016-12-14,46.0
2016-12-15,4.5
2016-12-16,4.6
2016-12-17,48.0
2016-12-18,50.0
2016-12-19,50.0
2016-12-20,55.0
2016-12-21,40.0
2016-12-22,41.0
2016-12-23,44.0
2016-12-24,42.0
