<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:a3d5846a1a716271ebf2f3412603d2393cd45cede88f9950ed69c5d8cd4ae78b
size 374
=======
MANDINAME,DATE,ARRIVAL,MIN,MAX,PRICE
BAREILLY,18/03/2017,29.5,6700.0,7000.0,6875
BAREILLY,21/03/2017,68.0,6650.0,7000.0,6800
BAREILLY,22/03/2017,54.0,6600.0,7000.0,6800
BAREILLY,23/03/2017,68.0,,,6825
BAREILLY,24/03/2017,81.0,,,6800
BAREILLY,25/03/2017,74.0,,,6700
BAREILLY,27/03/2017,126.0,,,6500
BAREILLY,28/03/2017,168.0,,,6450
LUCKNOW,24/03/2017,21.5,6600.0,6720.0,6650
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
