<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:4afad16c56d850886394adc2acf3e829c0f43370bf401cf5418db6947d7fbb9e
size 9422
=======
Centre,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/ Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Ground- nut Oil *,Must- ard Oil *,Vanas- pati *,Soya Oil *,Sun- flower Oil *,Palm Oil *,Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
AGRA,25,22,28,60,92,92,108,67,38,55,120,95,86,95,103,82,32,200,18,25,35,30
ALLAHABAD,28,24,26,60,80,120,100,65,38,40,140,105,80,100,105,90,39,170,19,30,35,40
AMRITSAR,32,23,28,60,85,85,90,75,36,45,145,105,90,90,110,NR,42,220,19,30,40,30
BATHINDA,32,22,25,62,88,98,96,65,38,45,152,109,107,107,109,98,36,210,19,20,40,30
CHANDIGARH,28,25,27,58,76,82,98,66,37,44,130,112,96,106,112,NR,34,220,16,13,30,18
DEHRADUN,26,NR,27,61,80,104,105,83,38,40,142,98,100,98,120,NR,40,220,20,24,32,18
DELHI,34,24,27,72,95,108,101,73,38,46,165,127,106,117,127,96,51,241,19,37,40,34
DHARAMSHALA,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GORAKHPUR,26,24,26,80,120,130,140,90,40,44,153,120,69,92,126,81,38,180,18,30,35,40
GURGAON,40,19,21,60,75,70,70,55,40,42,150,98,93,98,104,82,40,220,17,40,40,40
HALDWANI,24,24,26,54,80,85,84,56,34,45,96,100,66,84,95,65,32,230,20,25,30,25
HARIDWAR,30,25,28,65,92,105,92,85,40,50,155,112,100,102,110,NR,40,270,20,30,40,40
HISAR,35,22,24,66,100,100,100,72,38,55,159,102,105,110,110,95,35,210,19,28,35,35
JAMMU,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
JHANSI,32,22,27,70,98,80,80,65,40,50,95,110,85,NR,100,NR,35,200,20,25,25,22
KANPUR,24,23,28,55,94,120,87,66,40,52,118,110,76,112,131,98,41,110,20,26,30,55
KARNAL,27,22,25,65,80,110,100,75,36,46,140,94,95,98,102,86,35,205,18,24,22,28
LUCKNOW,26,24,27,65,85,130,100,65,38,56,137,126,115,116,104,106,40,280,20,32,40,50
LUDHIANA,30,22,24,62,85,90,98,70,38,45,145,102,90,95,108,NR,40,210,20,30,40,50
MANDI,35,NR,27,65,96,106,100,75,40,50,140,125,100,89,NR,NR,38,340,20,25,40,50
MEERUT,40,26,28,72,94,105,105,80,38,52,NR,110,94,105,NR,92,40,200,20,28,35,35
PANCHKULA,38,24,32,65,100,110,100,95,44,50,164,131,109,109,109,93,45,210,22,35,40,40
RUDRAPUR,27,NR,26,63,84,100,100,65,38,43,145,100,100,95,NR,NR,45,200,20,22,30,20
SHIMLA,34,NR,26,75,85,80,85,61,40,30,158,131,101,104,NR,NR,42,180,20,30,40,30
SOLAN,33,NR,27,65,95,90,95,63,40,39,NR,142,109,104,NR,NR,40,190,20,25,35,30
SRINAGAR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
VARANASI,28,23,29,71,94,108,106,73,40,45,148,135,94,109,124,79,42,240,20,27,30,30
AHMEDABAD,24,22,22,60,70,90,85,60,35,52,130,90,80,100,89,85,43,210,10,20,30,20
AMBIKAPUR,28,25,30,90,100,100,98,60,40,40,110,130,60,105,110,NR,45,220,10,30,30,20
BHOPAL,27,24,26,65,90,70,90,60,36,48,105,98,68,90,85,72,40,250,16,15,25,15
BHUJ,25,25,22,58,86,60,68,55,37,52,125,102,72,86,89,70,43,200,15,20,32,15
BILASPUR,27,28,33,57,83,78,95,58,37,40,145,115,78,95,105,78,38,200,18,18,28,15
DURG,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
GWALIOR,30,26,28,57,88,82,82,60,40,45,135,96,80,88,105,76,37,200,18,20,25,15
INDORE,26,23,25,64,90,76,86,60,36,45,105,95,68,92,83,NR,40,220,15,22,32,25
JABALPUR,27,25,26,63,94,72,85,58,40,53,130,105,85,83,103,84,38,220,10,16,27,14
JAGDALPUR,50,30,35,75,100,100,110,58,40,55,137,109,79,93,98,82,34,180,10,30,40,20
JAIPUR,30,25,31,65,80,100,120,70,42,44,135,110,90,110,105,NR,40,170,20,25,40,30
