<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:db6cfa9f38340fec2f51593fd252a725328b05e699b85ca6a44871cc35a197bb
size 21717
=======
STARTDATE,ENDDATE,MEAN,STD,VALUE,lastYear
2017-01-01,2017-02-13,858.3848099535285,444.626584088806,908.1801285921149,Normal
2017-01-08,2017-02-20,870.0003440682042,465.53255996038246,933.9957726130652,Normal
2017-01-15,2017-02-27,887.5936752057055,483.470168393202,979.5855453403383,Normal
2017-01-22,2017-03-06,957.2039085558984,532.3059349449796,1020.3542531142349,Normal
2017-01-29,2017-03-13,990.6801938349131,562.6729323203853,1127.9492532252514,Normal
2017-02-05,2017-03-20,1009.5014084544022,575.5606983335483,1095.9008849673646,Normal
2017-02-12,2017-03-27,1006.0272106107597,585.5998718676339,1086.6070751722712,Normal
2017-02-19,2017-04-03,1020.1223288762038,612.0997582614186,1040.5150297177256,Normal
2017-02-26,2017-04-10,999.6983940001718,621.3878149533024,1026.6684388086346,Normal
2017-03-05,2017-04-17,1027.7523445853733,633.154814846363,1023.2979842631801,Normal
2017-03-12,2017-04-24,1007.4799751579362,588.306329972148,989.6179128529201,Normal
2017-03-19,2017-05-01,1003.4739073858175,641.2695951410683,953.0965909090911,Normal
2017-03-26,2017-05-08,984.0301855484405,625.3431969253505,947.3272727272729,Normal
2017-04-02,2017-05-15,1008.3548919604368,600.8294077181623,942.9931818181817,Normal
2017-04-09,2017-05-22,1026.1390707580472,582.4843484443402,963.6409090909088,Normal
2017-04-16,2017-05-29,988.6596091464467,542.5056732503591,888.2003673963187,Normal
2017-04-23,2017-06-05,992.6253979290817,553.3017653548243,890.6924128508642,Normal
2017-04-30,2017-06-12,982.1521363061894,497.4070840385708,888.3265037599551,Normal
2017-05-07,2017-06-19,1011.9386715467103,511.23752305178874,955.2015037599551,Normal
2017-05-14,2017-06-26,998.5809285569308,531.7841428243966,989.7890037599551,Normal
2017-05-21,2017-07-03,974.0156314131729,548.6272352583056,1004.3776401235914,Normal
2017-05-28,2017-07-10,961.7144373955863,560.8762283485927,1048.605681818182,Normal
2017-06-04,2017-07-17,942.8784510265946,568.6715696160386,1032.3682952131312,Normal
2017-06-11,2017-07-24,893.8367347203406,546.0858669724131,1015.1080679404039,Normal
2017-06-18,2017-07-31,837.1278195974767,525.4294673546324,986.7910224858584,Normal
2017-06-25,2017-08-07,805.3006699964404,501.21854071401316,995.2432952131311,Normal
2017-07-02,2017-08-14,796.0090532383491,492.9894113730686,962.1023861222221,Normal
2017-07-09,2017-08-21,762.0573594904495,487.5134281214205,889.5421588494949,Normal
2017-07-16,2017-08-28,753.2513020321297,486.543876865293,884.4535224858585,Normal
2017-07-23,2017-09-04,756.8757239113617,491.06859627442464,909.4295454545456,Normal
2017-07-30,2017-09-11,776.311553102724,492.74054388753206,914.3806818181819,Normal
2017-08-06,2017-09-18,787.0825485141512,498.01376080677016,881.2397727272727,Normal
2017-08-13,2017-09-25,810.0695562066405,475.695763728995,801.6071934415178,Normal
2017-08-20,2017-10-02,806.5819032683751,465.2953820817927,827.8224633812758,Normal
2017-08-27,2017-10-09,784.258897235776,459.43825056374936,830.7758724721848,Normal
2017-09-03,2017-10-16,801.1898095304855,463.1648398049101,892.4235997449122,Normal
2017-09-10,2017-10-23,818.0521899823599,464.52467790417506,869.4645088358211,Normal
2017-09-17,2017-10-30,804.6145138152098,454.39106745599673,841.3099633812758,Normal
2017-09-24,2017-11-06,805.8253614165308,468.2596709719173,892.3906451994576,Normal
2017-10-01,2017-11-13,857.5278204523096,486.6049216269825,912.9319268648669,Normal
2017-10-08,2017-11-20,916.0545118124464,496.08668709731495,907.576340754652,Normal
2017-10-15,2017-11-27,984.2976547120657,523.5923057918527,842.6206589364702,Normal
2017-10-22,2017-12-04,1033.9163009891267,567.6930761916495,840.4570225728335,Normal
2017-10-29,2017-12-11,1084.4647701784252,611.398391848225,812.2237529241418,Normal
2017-11-05,2017-12-18,1089.8103107424652,608.692968186572,793.6169347423238,Normal
2017-11-12,2017-12-25,1074.259177391936,600.9040682215526,769.3817074695966,Normal
2017-11-19,2018-01-01,1033.036218569589,564.6954482708817,709.4377778172149,Normal
2017-11-26,2018-01-08,985.5599298968963,527.2762055616676,708.9053667149445,Normal
2017-12-03,2018-01-15,920.6649958578183,454.20628413695374,703.7087758058535,Normal
2017-12-10,2018-01-22,850.1907882066422,401.78704289565826,678.9346751640646,Normal
2017-12-17,2018-01-29,824.3428952576236,395.09484001249626,700.5800592374893,Normal
2017-12-24,2018-02-05,818.5045805521578,399.2621238627194,686.207331964762,Normal
2017-12-31,2018-02-12,839.9701696470075,429.9605262662279,723.4093751060708,Normal
