<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:abd2bd6e347484c231611ea09d4625e9580f8c4aded0676ce0175d33c254926e
size 2285
=======
DATE,VOLATILITY
2016-01-01,0.026095548687702034
2016-02-01,0.06159185769928345
2016-03-01,0.04975223075334815
2016-04-01,0.136424236705712
2016-05-01,0.06851177737731892
2016-06-01,0.06913619524112381
2016-07-01,0.05674049897165094
2016-08-01,0.017126009738375005
2016-09-01,0.04752572590008038
2016-10-01,0.03586864079282843
2016-11-01,0.04243229954509862
2016-12-01,0.05255199461057125
2017-01-01,0.027054243770622752
2017-02-01,0.049484641268347035
2017-03-01,0.017791290045791577
2017-04-01,0.021058977268771477
2017-05-01,0.16391301883372952
2017-06-01,0.05067304359010132
2017-07-01,0.06637321983378222
2017-08-01,0.15941065660082257
2017-09-01,0.11933946851288459
2017-10-01,0.18654805400074428
2017-11-01,0.08751960374016284
2017-12-01,0.12593689910898107
2018-01-01,0.04620059061172951
2018-02-01,0.16297278819469851
2018-03-01,0.20879673110556538
2018-04-01,0.06225742679322174
2018-05-01,0.04233684528899109
2018-06-01,0.23870419972235007
2018-07-01,0.05577114342362249
2018-08-01,0.08316972255901592
2018-09-01,0.09960211971391737
2018-10-01,0.07486583428982797
2018-11-01,0.01583434666878218
2018-12-01,0.12392466588599958
2019-01-01,0.06426678085411038
2019-02-01,0.039770851642763796
2019-03-01,0.04300711072168137
2019-04-01,0.014538012543813553
2019-05-01,0.010433637534117485
2019-06-01,0.03662260407374054
2019-07-01,0.08907297622530369
2019-08-01,0.1843641253310249
2019-09-01,0.24149838654734598
2019-10-01,0.07192545805106516
2019-11-01,0.06815083407392905
2019-12-01,0.10558965686354232
2020-01-01,0.24761286187286097
2020-02-01,0.2613069468373111
2020-03-01,0.14097067151123507
2020-04-01,0.17885325671533203
2020-05-01,0.16380061145623942
2020-06-01,0.2547735257890441
2020-07-01,0.027204529216746293
2020-08-01,0.014669945231229262
2020-09-01,0.27937555340732206
2020-10-01,0.23430703939924732
2020-11-01,0.12066062929951749
2020-12-01,0.14256674027454577
2021-01-01,0.12256086398720843
2021-02-01,0.0803286330069946
2021-03-01,0.25321716658374505
2021-04-01,0.04945573045176964
2021-05-01,0.08320732968121002
2021-06-01,0.08530958566734391
2021-07-01,0.022304033246057228
2021-08-01,0.039072516743137255
2021-09-01,0.0674150979996848
2021-10-01,0.1950505260357254
2021-11-01,0.12035312698854332
2021-12-01,0.08956542537083102
2022-01-01,0.003821611401957654
>>>>>>> 6ac9248b3ef33a88bcb4b748e11d3743f40f9979
